ID,Path,Title,Type,Location,Size bytes,Status candidate,Last modification,Last commit,Related module,Related specification (heuristic),Related code / tests,Authority candidate
DOC-1092,lib/core/theme/opacity_compositing_design.dart,import 'package:basir_accounting_system/core/theme/accessibility/state_contrast_calculator.dart';,DESIGN,lib/core/theme,2787,UNDECLARED,2026-07-27T16:52:07+03:00,d890d3644d594731449f9307a4fe33542623133c,Delivery / operations,.kiro/specs/active/basir_master_specification/04_UI_DESIGN_SYSTEM.md,See traceability matrix; not inferred from pathname alone,L3 — design authority candidate
DOC-1093,lib/core/theme/selected_state_design.dart,import 'package:basir_accounting_system/core/theme/app_state_colors.dart';,DESIGN,lib/core/theme,2036,UNDECLARED,2026-07-23T17:15:19+03:00,8546e4aef9b7b2e7f54e045808fd683afc2c5559,Cross-cutting / undetermined,.kiro/specs/active/basir_master_specification/04_UI_DESIGN_SYSTEM.md,See traceability matrix; not inferred from pathname alone,L3 — design authority candidate
DOC-1094,lib/features/accounting/application/financial_reporting_service.dart,import 'package:basir_accounting_system/core/providers.dart';,REPORT,lib/features/accounting/application,7157,UNDECLARED,2026-07-19T21:36:53+03:00,21b4c998c921baaae04dda0206c10dd6c5404f7b,Accounting / ledger; Delivery / operations,.kiro/specs/active/basir_master_specification/02_ACCOUNTING_ENGINE.md,See traceability matrix; not inferred from pathname alone,L7 — historical or evidentiary claim only
DOC-1095,lib/features/accounting/application/financial_strategy_service.dart,import 'package:basir_accounting_system/features/accounting/domain/entities/accounting_agent.dart';,UNKNOWN,lib/features/accounting/application,2806,UNDECLARED,2026-02-21T22:35:15+03:00,afca608f78fad5ca683c127ef7b3a8d889e92cb0,Accounting / ledger; Delivery / operations,.kiro/specs/active/basir_master_specification/02_ACCOUNTING_ENGINE.md,See traceability matrix; not inferred from pathname alone,UNASSIGNED
DOC-1096,lib/features/accounting/application/forensic_audit_service.dart,import 'dart:ui';,REPORT,lib/features/accounting/application,7320,UNDECLARED,2026-02-21T22:35:15+03:00,afca608f78fad5ca683c127ef7b3a8d889e92cb0,Accounting / ledger,.kiro/specs/active/basir_master_specification/02_ACCOUNTING_ENGINE.md,See traceability matrix; not inferred from pathname alone,L7 — historical or evidentiary claim only
DOC-1097,lib/features/accounting/application/multi_standard_coa_engine.dart,import 'package:basir_accounting_system/features/accounting/domain/entities/account.dart';,STANDARD,lib/features/accounting/application,7557,UNDECLARED,2026-02-21T22:35:15+03:00,afca608f78fad5ca683c127ef7b3a8d889e92cb0,Accounting / ledger,.kiro/specs/active/basir_master_specification/02_ACCOUNTING_ENGINE.md,See traceability matrix; not inferred from pathname alone,L6 — operational guidance / policy candidate
DOC-1098,lib/features/accounting/application/reporting_service.dart,import 'package:basir_accounting_system/features/accounting/application/accounting_service.dart';,REPORT,lib/features/accounting/application,9806,UNDECLARED,2026-07-19T21:36:53+03:00,21b4c998c921baaae04dda0206c10dd6c5404f7b,Accounting / ledger,.kiro/specs/active/basir_master_specification/02_ACCOUNTING_ENGINE.md,See traceability matrix; not inferred from pathname alone,L7 — historical or evidentiary claim only
DOC-1099,lib/features/accounting/application/standards_engine_service.dart,// ignore_for_file: lines_longer_than_80_chars,STANDARD,lib/features/accounting/application,3145,UNDECLARED,2026-02-21T22:35:15+03:00,afca608f78fad5ca683c127ef7b3a8d889e92cb0,Accounting / ledger,.kiro/specs/active/basir_master_specification/02_ACCOUNTING_ENGINE.md,See traceability matrix; not inferred from pathname alone,L6 — operational guidance / policy candidate
DOC-1100,lib/features/accounting/domain/entities/financial_report.dart,import 'package:decimal/decimal.dart';,REPORT,lib/features/accounting/domain/entities,2661,UNDECLARED,2026-02-21T22:35:15+03:00,afca608f78fad5ca683c127ef7b3a8d889e92cb0,Accounting / ledger; Delivery / operations,.kiro/specs/active/basir_master_specification/02_ACCOUNTING_ENGINE.md,See traceability matrix; not inferred from pathname alone,L7 — historical or evidentiary claim only
DOC-1101,lib/features/accounting/presentation/screens/aging_reports_screen.dart,// ignore_for_file: lines_longer_than_80_chars,REPORT,lib/features/accounting/presentation/screens,14097,UNDECLARED,2026-07-21T20:04:19+03:00,2e560a4e2ddc7730bf9b00a0fa36a7fbc9d37946,Accounting / ledger,.kiro/specs/active/basir_master_specification/02_ACCOUNTING_ENGINE.md,See traceability matrix; not inferred from pathname alone,L7 — historical or evidentiary claim only
DOC-1102,lib/features/accounting/presentation/screens/reports_screen.dart,import 'dart:async';,REPORT,lib/features/accounting/presentation/screens,6533,UNDECLARED,2026-07-27T16:20:21+03:00,a766d6d812a09c6c498a11706629d9ac28f641f5,Accounting / ledger,.kiro/specs/active/basir_master_specification/02_ACCOUNTING_ENGINE.md,See traceability matrix; not inferred from pathname alone,L7 — historical or evidentiary claim only
DOC-1103,lib/features/accounting/presentation/widgets/consensus_report_overlay.dart,import 'dart:ui';,REPORT,lib/features/accounting/presentation/widgets,11106,UNDECLARED,2026-02-21T22:35:15+03:00,afca608f78fad5ca683c127ef7b3a8d889e92cb0,Accounting / ledger,.kiro/specs/active/basir_master_specification/02_ACCOUNTING_ENGINE.md,See traceability matrix; not inferred from pathname alone,L7 — historical or evidentiary claim only
DOC-1104,lib/features/accounting/presentation/widgets/financial_summary_card.dart,import 'package:basir_accounting_system/core/extensions/context_extensions.dart';,REPORT,lib/features/accounting/presentation/widgets,4069,UNDECLARED,2026-07-19T21:36:53+03:00,21b4c998c921baaae04dda0206c10dd6c5404f7b,Accounting / ledger; Delivery / operations,.kiro/specs/active/basir_master_specification/02_ACCOUNTING_ENGINE.md,See traceability matrix; not inferred from pathname alone,L7 — historical or evidentiary claim only
DOC-1105,lib/features/forensics/domain/entities/integrity_status.dart,import 'package:flutter/material.dart';,STATUS,lib/features/forensics/domain/entities,2185,UNDECLARED,2026-02-21T22:35:15+03:00,afca608f78fad5ca683c127ef7b3a8d889e92cb0,Cross-cutting / undetermined,,See traceability matrix; not inferred from pathname alone,L7 — historical or evidentiary claim only
DOC-1106,lib/features/inventory/presentation/screens/inventory_valuation_report_screen.dart,import 'package:basir_accounting_system/core/extensions/context_extensions.dart';,REPORT,lib/features/inventory/presentation/screens,4943,UNDECLARED,2026-07-27T16:20:21+03:00,a766d6d812a09c6c498a11706629d9ac28f641f5,Cross-cutting / undetermined,,See traceability matrix; not inferred from pathname alone,L7 — historical or evidentiary claim only
DOC-1107,lib/features/invoices/domain/entities/invoice_status.dart,/// حالات الفاتورة (Invoice Status),STATUS,lib/features/invoices/domain/entities,2014,UNDECLARED,2026-01-14T19:04:36+03:00,f277bbefaa40ec35456613b248e4d6b3e857898c,Invoicing,,See traceability matrix; not inferred from pathname alone,L7 — historical or evidentiary claim only
DOC-1108,lib/features/reports/application/report_export_service.dart,import 'dart:typed_data';,REPORT,lib/features/reports/application,4053,HISTORICAL_OR_STATUS,2026-01-10T16:01:39+03:00,0a35807ea138d6c69ff2b25529382c7ab61607c6,Cross-cutting / undetermined,,See traceability matrix; not inferred from pathname alone,L7 — historical or evidentiary claim only
DOC-1109,lib/features/reports/application/report_pdf_service.dart,import 'dart:typed_data';,REPORT,lib/features/reports/application,8840,HISTORICAL_OR_STATUS,2026-01-15T18:03:45+03:00,fc4d6d999e92b49ef17ac6e49bca05bbb08c028c,Cross-cutting / undetermined,,See traceability matrix; not inferred from pathname alone,L7 — historical or evidentiary claim only
DOC-1110,lib/features/reports/presentation/screens/aging_report_screen.dart,// ignore_for_file: lines_longer_than_80_chars,REPORT,lib/features/reports/presentation/screens,5903,HISTORICAL_OR_STATUS,2026-07-27T16:20:21+03:00,a766d6d812a09c6c498a11706629d9ac28f641f5,Cross-cutting / undetermined,,See traceability matrix; not inferred from pathname alone,L7 — historical or evidentiary claim only
DOC-1111,lib/features/reports/presentation/screens/audit_trail_report_screen.dart,// ignore_for_file: lines_longer_than_80_chars,REPORT,lib/features/reports/presentation/screens,7630,HISTORICAL_OR_STATUS,2026-07-27T16:20:21+03:00,a766d6d812a09c6c498a11706629d9ac28f641f5,Cross-cutting / undetermined,,See traceability matrix; not inferred from pathname alone,L7 — historical or evidentiary claim only
DOC-1112,lib/features/reports/presentation/screens/financial_report_screen.dart,// ignore_for_file: lines_longer_than_80_chars,REPORT,lib/features/reports/presentation/screens,10473,HISTORICAL_OR_STATUS,2026-01-15T13:49:53+03:00,bb5feac7244198666253d45dd0a77424975fe88a,Delivery / operations,,See traceability matrix; not inferred from pathname alone,L7 — historical or evidentiary claim only
DOC-1113,lib/features/reports/presentation/screens/reports_dashboard_screen.dart,import 'package:basir_accounting_system/core/extensions/context_extensions.dart';,REPORT,lib/features/reports/presentation/screens,9263,HISTORICAL_OR_STATUS,2026-07-23T17:15:19+03:00,8546e4aef9b7b2e7f54e045808fd683afc2c5559,Cross-cutting / undetermined,,See traceability matrix; not inferred from pathname alone,L7 — historical or evidentiary claim only
DOC-1114,lib/features/reports/presentation/screens/smart_tax_report_screen.dart,import 'package:basir_accounting_system/features/accounting/application/tax_engine_service.dart';,REPORT,lib/features/reports/presentation/screens,7909,HISTORICAL_OR_STATUS,2026-07-27T16:20:21+03:00,a766d6d812a09c6c498a11706629d9ac28f641f5,Cross-cutting / undetermined,.kiro/specs/active/basir_master_specification/02_ACCOUNTING_ENGINE.md,See traceability matrix; not inferred from pathname alone,L7 — historical or evidentiary claim only
DOC-1115,lib/features/reports/presentation/widgets/comparative_analysis_chart.dart,import 'package:basir_accounting_system/core/theme/tokens/index.dart';,ANALYSIS,lib/features/reports/presentation/widgets,5241,HISTORICAL_OR_STATUS,2026-02-21T22:35:15+03:00,afca608f78fad5ca683c127ef7b3a8d889e92cb0,Cross-cutting / undetermined,.kiro/specs/active/basir_master_specification/04_UI_DESIGN_SYSTEM.md,See traceability matrix; not inferred from pathname alone,L7 — historical or evidentiary claim only
DOC-1116,lib/features/reports/presentation/widgets/report_filter_widget.dart,// ignore_for_file: lines_longer_than_80_chars,REPORT,lib/features/reports/presentation/widgets,3614,HISTORICAL_OR_STATUS,2026-01-14T19:04:36+03:00,f277bbefaa40ec35456613b248e4d6b3e857898c,Cross-cutting / undetermined,.kiro/specs/active/basir_master_specification/04_UI_DESIGN_SYSTEM.md,See traceability matrix; not inferred from pathname alone,L7 — historical or evidentiary claim only
DOC-1117,lib/features/reports/presentation/widgets/report_line_item.dart,import 'package:basir_accounting_system/core/utils/format_helpers.dart';,REPORT,lib/features/reports/presentation/widgets,3833,HISTORICAL_OR_STATUS,2026-02-21T22:35:15+03:00,afca608f78fad5ca683c127ef7b3a8d889e92cb0,Cross-cutting / undetermined,.kiro/specs/active/basir_master_specification/04_UI_DESIGN_SYSTEM.md,See traceability matrix; not inferred from pathname alone,L7 — historical or evidentiary claim only
DOC-1118,lib/features/reports/services/reporting_service.dart,import 'package:basir_accounting_system/src/rust/api/reports.dart' as rust;,REPORT,lib/features/reports/services,4838,HISTORICAL_OR_STATUS,2026-02-21T22:35:15+03:00,afca608f78fad5ca683c127ef7b3a8d889e92cb0,Cross-cutting / undetermined,,See traceability matrix; not inferred from pathname alone,L7 — historical or evidentiary claim only
DOC-1119,lib/features/zatca/presentation/widgets/zatca_status_badge.dart,import 'package:basir_accounting_system/core/theme/tokens/index.dart';,STATUS,lib/features/zatca/presentation/widgets,2063,UNDECLARED,2026-07-23T17:15:19+03:00,8546e4aef9b7b2e7f54e045808fd683afc2c5559,Compliance / ZATCA,.kiro/specs/active/basir_master_specification/04_UI_DESIGN_SYSTEM.md,See traceability matrix; not inferred from pathname alone,L7 — historical or evidentiary claim only
DOC-1120,lib/shared/widgets/document_editor/summary_rail.dart,/// لوحة ملخص وإجراءات محرر الوثيقة.,REPORT,lib/shared/widgets/document_editor,8140,UNDECLARED,2026-08-13T17:35:36+00:00,95c8aae8ed7ee08acbe95521dbd6448d35b62bc9,Cross-cutting / undetermined,.kiro/specs/active/basir_master_specification/04_UI_DESIGN_SYSTEM.md,See traceability matrix; not inferred from pathname alone,L7 — historical or evidentiary claim only
DOC-1121,lib/shared/widgets/work_layer/work_audit_timeline.dart,/// السجل الزمني للتدقيق الموحد لنظام بصير المحاسبي.,REPORT,lib/shared/widgets/work_layer,7837,UNDECLARED,2026-08-13T17:35:36+00:00,95c8aae8ed7ee08acbe95521dbd6448d35b62bc9,Cross-cutting / undetermined,.kiro/specs/active/basir_master_specification/04_UI_DESIGN_SYSTEM.md,See traceability matrix; not inferred from pathname alone,L7 — historical or evidentiary claim only
DOC-1122,lib/shared/widgets/work_layer/work_status_badge.dart,/// شارة حالة الوثيقة الموحدة لنظام بصير المحاسبي.,STATUS,lib/shared/widgets/work_layer,4162,UNDECLARED,2026-08-13T17:35:36+00:00,95c8aae8ed7ee08acbe95521dbd6448d35b62bc9,Cross-cutting / undetermined,.kiro/specs/active/basir_master_specification/04_UI_DESIGN_SYSTEM.md,See traceability matrix; not inferred from pathname alone,L7 — historical or evidentiary claim only
DOC-1123,lib/src/rust/api/auditor.dart,"// This file is automatically generated, so please do not edit it.",REPORT,lib/src/rust/api,1325,UNDECLARED,2026-01-15T18:03:45+03:00,fc4d6d999e92b49ef17ac6e49bca05bbb08c028c,Rust engine / FFI,.kiro/specs/active/basir_master_specification/07_INTEGRATION_PROTOCOLS.md,See traceability matrix; not inferred from pathname alone,L7 — historical or evidentiary claim only
DOC-1124,lib/src/rust/api/reports.dart,"// This file is automatically generated, so please do not edit it.",REPORT,lib/src/rust/api,9051,UNDECLARED,2026-01-11T17:34:11+03:00,888fbe7d7493f3e7baf0324353b3fd677ed44504,Rust engine / FFI,.kiro/specs/active/basir_master_specification/07_INTEGRATION_PROTOCOLS.md,See traceability matrix; not inferred from pathname alone,L7 — historical or evidentiary claim only
DOC-1125,lib/src/rust/api/standards.dart,"// This file is automatically generated, so please do not edit it.",STANDARD,lib/src/rust/api,1336,UNDECLARED,2026-01-09T19:40:02+03:00,a9c4f3824e0671dbb88b8ed4fa177fb24503d330,Rust engine / FFI,.kiro/specs/active/basir_master_specification/07_INTEGRATION_PROTOCOLS.md,See traceability matrix; not inferred from pathname alone,L6 — operational guidance / policy candidate
DOC-1126,lib/tools/documentation/README.md,📚 نظام التوثيق الشامل,GUIDE,lib/tools/documentation,10726,UNDECLARED,2025-12-10T17:25:42+03:00,0ef36f8a804fbc9f45219a20b57df271268259ae,Cross-cutting / undetermined,,See traceability matrix; not inferred from pathname alone,L6 — operational guidance / policy candidate
DOC-1127,lib/tools/documentation/analysis/analysis_engine.dart,import 'dart:io';,ANALYSIS,lib/tools/documentation/analysis,6642,UNDECLARED,2026-01-02T13:15:47+03:00,560c3372de9ac640f01e3854b211ffb6ef0664fd,Cross-cutting / undetermined,,See traceability matrix; not inferred from pathname alone,L7 — historical or evidentiary claim only
DOC-1128,linux/CMakeLists.txt,Project-level configuration.,UNKNOWN,linux,5429,UNDECLARED,2026-01-02T13:14:13+03:00,3454e1ec3a4a6e47388f738d7ab82639f929998e,Cross-cutting / undetermined,.kiro/specs/active/basir_master_specification/04_UI_DESIGN_SYSTEM.md,See traceability matrix; not inferred from pathname alone,UNASSIGNED
DOC-1129,linux/flutter/CMakeLists.txt,This file controls Flutter-level build steps. It should not be edited.,UNKNOWN,linux/flutter,2815,UNDECLARED,2025-12-10T17:25:42+03:00,0ef36f8a804fbc9f45219a20b57df271268259ae,Cross-cutting / undetermined,.kiro/specs/active/basir_master_specification/04_UI_DESIGN_SYSTEM.md,See traceability matrix; not inferred from pathname alone,UNASSIGNED
DOC-1130,logs/archive/analysis_report.txt,Analyzing Basir_MVP...,REPORT,logs/archive,2074,ARCHIVED_CANDIDATE,2026-01-02T13:15:47+03:00,560c3372de9ac640f01e3854b211ffb6ef0664fd,Cross-cutting / undetermined,,See traceability matrix; not inferred from pathname alone,L7 — historical or evidentiary claim only
DOC-1131,logs/archive/analyze_results.txt,Analyzing Basir_MVP...,ARCHIVE,logs/archive,6051,ARCHIVED_CANDIDATE,2026-01-02T13:15:47+03:00,560c3372de9ac640f01e3854b211ffb6ef0664fd,Cross-cutting / undetermined,,See traceability matrix; not inferred from pathname alone,L7 — historical or evidentiary claim only
DOC-1132,logs/archive/app_icon_block1.txt,12-25 22:18:11.047 6509 6509 I flutter : BASE64_START:app_icon.png,ARCHIVE,logs/archive,367550,ARCHIVED_CANDIDATE,2026-01-02T13:15:47+03:00,560c3372de9ac640f01e3854b211ffb6ef0664fd,Cross-cutting / undetermined,,See traceability matrix; not inferred from pathname alone,L7 — historical or evidentiary claim only
DOC-1133,logs/archive/app_icon_block2.txt,12-25 22:21:38.397 6509 6509 I flutter : BASE64_START:app_icon.png,ARCHIVE,logs/archive,361879,ARCHIVED_CANDIDATE,2025-12-26T13:15:06+03:00,e5967de10290512044c4f315a1b08933721aa352,Cross-cutting / undetermined,,See traceability matrix; not inferred from pathname alone,L7 — historical or evidentiary claim only
DOC-1134,logs/archive/assets_output.txt,00:00 +0: loading /home/m/Projects/Basir_MVP/integration_test/generate_assets_test.dart,ARCHIVE,logs/archive,1053028,ARCHIVED_CANDIDATE,2026-01-02T13:15:47+03:00,560c3372de9ac640f01e3854b211ffb6ef0664fd,Cross-cutting / undetermined,,See traceability matrix; not inferred from pathname alone,L7 — historical or evidentiary claim only
DOC-1135,logs/archive/extraction_source.txt,beginning of main,ARCHIVE,logs/archive,1592728,ARCHIVED_CANDIDATE,2026-01-02T13:15:47+03:00,560c3372de9ac640f01e3854b211ffb6ef0664fd,Cross-cutting / undetermined,,See traceability matrix; not inferred from pathname alone,L7 — historical or evidentiary claim only
DOC-1136,logs/archive/flutter_analyze_report.txt,Analyzing Basir_MVP...,REPORT,logs/archive,4146,ARCHIVED_CANDIDATE,2026-01-02T13:15:47+03:00,560c3372de9ac640f01e3854b211ffb6ef0664fd,Cross-cutting / undetermined,,See traceability matrix; not inferred from pathname alone,L7 — historical or evidentiary claim only
DOC-1137,logs/archive/full_log.txt,beginning of main,ARCHIVE,logs/archive,242963,ARCHIVED_CANDIDATE,2026-01-02T13:15:47+03:00,560c3372de9ac640f01e3854b211ffb6ef0664fd,Cross-cutting / undetermined,,See traceability matrix; not inferred from pathname alone,L7 — historical or evidentiary claim only
DOC-1138,logs/archive/full_log_retry.txt,beginning of main,ARCHIVE,logs/archive,12437568,ARCHIVED_CANDIDATE,2026-01-02T13:15:47+03:00,560c3372de9ac640f01e3854b211ffb6ef0664fd,Cross-cutting / undetermined,,See traceability matrix; not inferred from pathname alone,L7 — historical or evidentiary claim only
DOC-1139,logs/archive/github_integration_report.json,"""timestamp"": ""2025-12-15T10:30:00Z"",",REPORT,logs/archive,153,ARCHIVED_CANDIDATE,2025-12-26T13:15:06+03:00,e5967de10290512044c4f315a1b08933721aa352,Integration,.kiro/specs/active/basir_master_specification/07_INTEGRATION_PROTOCOLS.md,See traceability matrix; not inferred from pathname alone,L7 — historical or evidentiary claim only
DOC-1140,logs/archive/manual_run_log.txt,Launching integration_test/generate_assets_test.dart on U693CL in debug mode...,ARCHIVE,logs/archive,1057394,ARCHIVED_CANDIDATE,2026-01-02T13:15:47+03:00,560c3372de9ac640f01e3854b211ffb6ef0664fd,Cross-cutting / undetermined,,See traceability matrix; not inferred from pathname alone,L7 — historical or evidentiary claim only
DOC-1141,logs/archive/manual_run_log_retry.txt,Launching integration_test/generate_assets_test.dart on U693CL in debug mode...,ARCHIVE,logs/archive,1054993,ARCHIVED_CANDIDATE,2026-01-02T13:15:47+03:00,560c3372de9ac640f01e3854b211ffb6ef0664fd,Cross-cutting / undetermined,,See traceability matrix; not inferred from pathname alone,L7 — historical or evidentiary claim only
DOC-1142,logs/archive/test_final.txt,00:00 +0: loading /home/m/Projects/Basir_MVP/test/features/customers/domain/entities/customer_test.dart,STATUS,logs/archive,430525,ARCHIVED_CANDIDATE,2026-01-02T13:15:47+03:00,560c3372de9ac640f01e3854b211ffb6ef0664fd,Testing,,See traceability matrix; not inferred from pathname alone,L7 — historical or evidentiary claim only
DOC-1143,logs/archive/test_output_2.txt,00:00 +0: loading /home/m/Projects/Basir_MVP/test/features/customers/domain/entities/customer_test.dart,ARCHIVE,logs/archive,491675,ARCHIVED_CANDIDATE,2026-01-02T13:15:47+03:00,560c3372de9ac640f01e3854b211ffb6ef0664fd,Testing,,See traceability matrix; not inferred from pathname alone,L7 — historical or evidentiary claim only
DOC-1144,logs/archive/test_output_3.txt,00:00 +0: loading /home/m/Projects/Basir_MVP/test/features/customers/domain/entities/customer_test.dart,ARCHIVE,logs/archive,458804,ARCHIVED_CANDIDATE,2026-01-02T13:15:47+03:00,560c3372de9ac640f01e3854b211ffb6ef0664fd,Testing,,See traceability matrix; not inferred from pathname alone,L7 — historical or evidentiary claim only
DOC-1145,logs/archive/test_output_final.txt,00:00 +0: loading /home/m/Projects/Basir_MVP/integration_test/generate_assets_external.dart Running Gradle task 'assembleDebug'...,STATUS,logs/archive,10755,ARCHIVED_CANDIDATE,2026-01-02T13:15:47+03:00,560c3372de9ac640f01e3854b211ffb6ef0664fd,Testing,,See traceability matrix; not inferred from pathname alone,L7 — historical or evidentiary claim only
DOC-1146,logs/errors_detailed.txt,00:36 +73 -1: /home/m/Projects/Basir_MVP/test/widget/features/dashboard/dashboard_screen_test.dart: DashboardScreen Quick Actions Section should display new invoice button [E],UNKNOWN,logs,19831,UNDECLARED,2026-01-02T13:15:47+03:00,560c3372de9ac640f01e3854b211ffb6ef0664fd,Cross-cutting / undetermined,,See traceability matrix; not inferred from pathname alone,UNASSIGNED
DOC-1147,logs/git-recovery/CORRECT_RECOVERY_PLAN.md,خطة الاستعادة الصحيحة - استرجاع التطورات المفقودة,PLAN,logs/git-recovery,4520,PLANNING_CANDIDATE,2025-12-19T00:07:35+03:00,5a8bd2f0fa0d4681971e364a026bf4e52a4574d3,Cross-cutting / undetermined,,See traceability matrix; not inferred from pathname alone,L5 — planning only
DOC-1148,logs/git-recovery/FINAL_RECOVERY_REPORT.md,Git Repository Recovery - Final Report,STATUS,logs/git-recovery,4517,UNDECLARED,2025-12-19T00:07:35+03:00,5a8bd2f0fa0d4681971e364a026bf4e52a4574d3,Cross-cutting / undetermined,,See traceability matrix; not inferred from pathname alone,L7 — historical or evidentiary claim only
DOC-1149,logs/git-recovery/GIT_MCP_DEBUG_REPORT.md,Git MCP Server Debug Report,REPORT,logs/git-recovery,4550,UNDECLARED,2026-01-02T13:15:47+03:00,560c3372de9ac640f01e3854b211ffb6ef0664fd,Cross-cutting / undetermined,,See traceability matrix; not inferred from pathname alone,L7 — historical or evidentiary claim only
DOC-1150,logs/reports/daily_report_20251230.md,تقرير يومي - نظام تتبع الأخطاء والسجلات,REPORT,logs/reports,2239,HISTORICAL_OR_STATUS,2025-12-31T20:48:36+03:00,6d2b36b5963fc74833e2a28f54d4838b06e08729,Cross-cutting / undetermined,,See traceability matrix; not inferred from pathname alone,L7 — historical or evidentiary claim only
DOC-1151,logs/reports/latest_report.md,📊 Basir Quality Report - 20260110_155129,REPORT,logs/reports,331883,HISTORICAL_OR_STATUS,2026-01-10T16:01:39+03:00,0a35807ea138d6c69ff2b25529382c7ab61607c6,Testing,,See traceability matrix; not inferred from pathname alone,L7 — historical or evidentiary claim only
DOC-1152,logs/reports/quality_report_20260110_152214.md,📊 Basir Quality Report - 20260110_152214,REPORT,logs/reports,232639,HISTORICAL_OR_STATUS,2026-01-10T16:01:39+03:00,0a35807ea138d6c69ff2b25529382c7ab61607c6,Cross-cutting / undetermined,,See traceability matrix; not inferred from pathname alone,L7 — historical or evidentiary claim only
DOC-1153,logs/reports/quality_report_20260110_155129.md,📊 Basir Quality Report - 20260110_155129,REPORT,logs/reports,331883,HISTORICAL_OR_STATUS,2026-01-10T16:01:39+03:00,0a35807ea138d6c69ff2b25529382c7ab61607c6,Cross-cutting / undetermined,,See traceability matrix; not inferred from pathname alone,L7 — historical or evidentiary claim only
DOC-1154,metadata/google_play_ar.txt,نظام بصير المحاسبي - منصة الذكاء المالي المعرفي,UNKNOWN,metadata,1617,UNDECLARED,2026-01-15T13:49:53+03:00,bb5feac7244198666253d45dd0a77424975fe88a,Cross-cutting / undetermined,,See traceability matrix; not inferred from pathname alone,UNASSIGNED
DOC-1155,metadata/google_play_en.txt,Basir Accounting System - The Cognitive Financial Intelligence Platform,UNKNOWN,metadata,1058,UNDECLARED,2026-01-15T13:49:53+03:00,bb5feac7244198666253d45dd0a77424975fe88a,Cross-cutting / undetermined,,See traceability matrix; not inferred from pathname alone,UNASSIGNED
DOC-1156,pubspec.lock,Generated by pub,UNKNOWN,.,57195,UNDECLARED,2026-08-12T20:41:57+00:00,c9cf8d446e52e81a3bc59cc12f302633ae8e9376,Cross-cutting / undetermined,,See traceability matrix; not inferred from pathname alone,UNASSIGNED
DOC-1157,pubspec.yaml,The following line prevents the package from being accidentally published to,UNKNOWN,.,5031,UNDECLARED,2026-07-27T16:20:21+03:00,a766d6d812a09c6c498a11706629d9ac28f641f5,Cross-cutting / undetermined,,See traceability matrix; not inferred from pathname alone,UNASSIGNED
DOC-1158,reports/build_debug_20260113.txt,Running Gradle task 'assembleDebug'... 125.7s,UNKNOWN,reports,127,HISTORICAL_OR_STATUS,2026-01-14T19:04:36+03:00,f277bbefaa40ec35456613b248e4d6b3e857898c,Flutter UI / UX,.kiro/specs/active/basir_master_specification/04_UI_DESIGN_SYSTEM.md,See traceability matrix; not inferred from pathname alone,UNASSIGNED
DOC-1159,reports/build_test_report_20260113.md,"Build Test Report - January 13, 2026",REPORT,reports,8675,HISTORICAL_OR_STATUS,2026-01-15T13:07:43+03:00,cc1606aa007799d428d096e69c8f3b708202ce77,Flutter UI / UX; Testing,.kiro/specs/active/basir_master_specification/04_UI_DESIGN_SYSTEM.md,See traceability matrix; not inferred from pathname alone,L7 — historical or evidentiary claim only
DOC-1160,reports/code_structure_analysis_20260113.md,"Code Structure Analysis Report - January 13, 2026",ANALYSIS,reports,9528,HISTORICAL_OR_STATUS,2026-01-15T13:07:43+03:00,cc1606aa007799d428d096e69c8f3b708202ce77,Cross-cutting / undetermined,,See traceability matrix; not inferred from pathname alone,L7 — historical or evidentiary claim only
DOC-1161,reports/cognitive_overlay_fix_20260114.md,Cognitive Overlay Test Compatibility Fix,UNKNOWN,reports,10762,HISTORICAL_OR_STATUS,2026-01-15T13:07:43+03:00,cc1606aa007799d428d096e69c8f3b708202ce77,Cross-cutting / undetermined,,See traceability matrix; not inferred from pathname alone,UNASSIGNED
DOC-1162,reports/comprehensive_assessment_$(date +%Y%m%d).md,تقرير التشخيص الشامل - نظام بصير المحاسبي,REPORT,reports,10624,HISTORICAL_OR_STATUS,2026-01-14T19:04:36+03:00,f277bbefaa40ec35456613b248e4d6b3e857898c,Cross-cutting / undetermined,,See traceability matrix; not inferred from pathname alone,L7 — historical or evidentiary claim only
DOC-1163,reports/comprehensive_system_diagnosis_20260113.md,"Comprehensive System Diagnosis Report - January 13, 2026",ANALYSIS,reports,11354,HISTORICAL_OR_STATUS,2026-01-15T13:07:43+03:00,cc1606aa007799d428d096e69c8f3b708202ce77,Cross-cutting / undetermined,,See traceability matrix; not inferred from pathname alone,L7 — historical or evidentiary claim only
DOC-1164,reports/daily_progress_summary_20260113.md,"Daily Progress Summary - January 13, 2026",STATUS,reports,8254,HISTORICAL_OR_STATUS,2026-01-15T13:07:43+03:00,cc1606aa007799d428d096e69c8f3b708202ce77,Cross-cutting / undetermined,,See traceability matrix; not inferred from pathname alone,L7 — historical or evidentiary claim only
DOC-1165,reports/daily_progress_summary_20260113_final.md,"Daily Progress Summary - January 13, 2026 (Final)",STATUS,reports,10742,HISTORICAL_OR_STATUS,2026-01-15T13:07:43+03:00,cc1606aa007799d428d096e69c8f3b708202ce77,Cross-cutting / undetermined,,See traceability matrix; not inferred from pathname alone,L7 — historical or evidentiary claim only
